2217;A;26/10/2012;43.68
2218;A;19/10/2011;40.0
2218;A;26/10/2012;43.68
2219;A;17/12/2011;42.0
2220;A;12/09/2002;12.0
2220;A;01/08/2003;12.0
2221;A;24/07/2006;3.0
2221;A;08/01/2007;3.5
2221;A;23/04/2007;3.6
2221;A;23/07/2007;3.6
2221;A;27/11/2007;3.7
2221;A;18/03/2008;5.0
2221;A;10/09/2008;4.5
2221;A;11/12/2008;4.0
2221;A;12/10/2009;4.1
2221;A;13/10/2009;3.9
2221;A;20/02/2011;4.4
2222;A;12/09/2002;12.0
2222;A;01/08/2003;12.0
2222;A;16/11/2006;4.0
2222;A;23/04/2007;4.2
2222;A;23/07/2007;4.5
2222;A;27/11/2007;4.5
2222;A;18/03/2008;5.4
2222;A;10/09/2008;5.0
2222;A;09/11/2009;4.5
2222;A;21/02/2011;5.5
2223;A;12/09/2002;12.0
2223;A;01/08/2003;12.0
2223;A;17/03/2009;5.2
2223;A;12/10/2009;6.0
2223;A;13/10/2009;5.5
2224;A;12/09/2002;12.0
2224;A;01/08/2003;12.0
2224;A;01/04/2006;5.0
2224;A;14/07/2006;4.0
2224;A;08/01/2007;4.5
2224;A;23/07/2007;5.5
2224;A;27/11/2007;5.5
2224;A;18/03/2008;6.5
2224;A;17/03/2009;5.2
2224;A;12/10/2009;6.0
2224;A;13/10/2009;5.5
2225;A;01/03/2006;3.2
2225;A;29/03/2006;2.9
2225;A;16/10/2006;2.9
2225;A;08/01/2007;3.1
2225;A;06/02/2007;2.9
2225;A;11/02/2007;3.1
2225;A;23/04/2007;3.3
2225;A;23/07/2007;3.4
2225;A;13/08/2007;3.5
2225;A;27/11/2007;3.6
2225;A;18/03/2008;4.3
2225;A;10/09/2008;4.0
2225;A;12/10/2009;3.8
2225;A;13/10/2009;4.0
2225;A;21/02/2011;4.0
2225;A;10/06/2011;4.3
2226;A;24/07/2006;3.0
2226;A;08/01/2007;3.5
2226;A;23/04/2007;3.6
2226;A;23/07/2007;3.6
2226;A;27/11/2007;3.7
2226;A;18/03/2008;5.0
2226;A;10/09/2008;4.5
2226;A;03/12/2008;4.0
2226;A;12/10/2009;4.2
2226;A;13/10/2009;3.9
2226;A;01/01/2012;4.4
2227;A;01/06/2006;1.6
2227;A;08/01/2007;1.8
2227;A;23/04/2007;2.0
2227;A;23/07/2007;2.0
2227;A;27/11/2007;2.1
2227;A;18/03/2008;2.4
2227;A;10/09/2008;2.0
2227;A;07/11/2008;1.667
2227;A;12/10/2009;1.8
2227;A;14/05/2010;1.55
2227;A;21/02/2011;1.8
2228;A;01/06/2006;1.6
2228;A;08/01/2007;1.8
2228;A;23/04/2007;2.0
2228;A;23/07/2007;2.0
2228;A;27/11/2007;2.1
2228;A;18/03/2008;2.4
2228;A;10/09/2008;2.0
2228;A;07/11/2008;1.667
2228;A;12/10/2009;1.8
2228;A;14/05/2010;1.55
2228;A;21/02/2011;1.8
2229;A;01/06/2006;1.6
2229;A;08/01/2007;1.8
2229;A;23/04/2007;2.0
2229;A;23/07/2007;2.0
2229;A;27/11/2007;2.1
2229;A;18/03/2008;2.4
2229;A;10/09/2008;2.0
2229;A;07/11/2008;1.667
2229;A;12/10/2009;1.8
2229;A;14/05/2010;1.55
2229;A;21/02/2011;1.8
2230;A;12/09/2002;0.35
2230;A;01/08/2003;0.35
2231;A;12/09/2002;0.35
2231;A;01/08/2003;0.35
2232;A;12/09/2002;0.35
2232;A;01/08/2003;0.35
2232;A;19/03/2007;0.4
2232;A;13/08/2007;0.35
2232;A;12/10/2009;0.4
2233;A;12/09/2002;0.35
2233;A;01/08/2003;0.35
2233;A;08/03/2007;0.6
2233;A;19/03/2007;0.4
2233;A;13/08/2007;0.35
2234;A;12/09/2002;0.35
2234;A;01/08/2003;0.35
2234;A;08/03/2007;0.6
2234;A;19/03/2007;0.4
2234;A;13/08/2007;0.35
2234;A;12/10/2009;0.4
2235;A;12/09/2002;0.35
2235;A;01/08/2003;0.35
2235;A;19/03/2007;0.4
2240;A;12/09/2002;0.4
2240;A;01/08/2003;0.4
2242;A;01/04/2012;4.5
2243;A;26/10/2012;25.48
2245;A;01/02/2003;0.35
2245;A;01/08/2003;0.35
2250;A;12/09/2002;2.5
2250;A;01/08/2003;2.5
2260;A;12/09/2002;0.4
2261;A;12/09/2002;0.4
2262;A;12/09/2002;0.4
2262;A;01/08/2003;0.4
2263;A;12/09/2002;0.4
2264;A;12/09/2002;0.4
2264;A;01/08/2003;0.4
2265;A;05/03/2004;0.29
2270;A;12/09/2002;0.41
2270;A;11/05/2003;0.39
2270;A;12/05/2003;0.39
2270;A;15/08/2005;0.41
2277;A;01/07/2006;2.2
2277;A;23/04/2007;2.4
2277;A;13/08/2007;2.2
2278;A;01/07/2006;2.2
2278;A;23/04/2007;2.4
2278;A;13/08/2007;2.2
2279;A;01/07/2006;2.2
2279;A;23/04/2007;2.4
2279;A;23/07/2007;2.2
2279;A;13/08/2007;2.2
2280;A;12/09/2002;0.8
2280;A;01/08/2003;0.8
2281;A;12/09/2002;0.8
2281;A;01/08/2003;0.8
2282;A;12/09/2002;0.8
2282;A;01/08/2003;0.8
2283;A;12/09/2002;0.8
2283;A;01/08/2003;0.8
2284;A;12/09/2002;0.8
2284;A;01/08/2003;0.8
2285;A;27/10/2003;0.4
2285;A;21/02/2011;0.4
2286;A;12/09/2002;0.8
2286;A;01/08/2003;0.8
2286;A;01/02/2010;0.4
2286;A;21/02/2011;0.4
2287;A;27/10/2003;0.4
2287;A;21/02/2011;0.4
2288;A;27/10/2003;0.4
2288;A;01/11/2003;0.4
2288;A;21/02/2011;0.4
2289;A;27/10/2003;0.4
2289;A;21/02/2011;0.4
2290;A;12/09/2002;1.6
2291;A;12/09/2002;1.6
2292;A;12/09/2002;1.6
2293;A;12/09/2002;1.6
2293;A;01/08/2003;1.6
2297;A;18/06/2011;0.4
2298;A;01/11/2003;0.4
2298;A;21/02/2011;0.4
2299;A;01/11/2003;0.4
2299;A;21/02/2011;0.4
2300;A;12/09/2002;0.4
2300;A;01/08/2003;0.4
2300;A;18/03/2008;0.42
2300;A;02/07/2009;0.4
2300;A;21/02/2011;0.41
2301;A;12/09/2002;0.4
2301;A;01/08/2003;0.4
2301;A;18/03/2008;0.42
2301;A;02/07/2009;0.4
2301;A;21/02/2011;0.41
2302;A;12/09/2002;0.4
2302;A;01/08/2003;0.4
2303;A;12/09/2002;0.4
2303;A;01/08/2003;0.4
2304;A;12/09/2002;0.4
2304;A;01/08/2003;0.4
2306;A;12/09/2002;0.4
2306;A;01/08/2003;0.4
2307;A;12/09/2002;0.4
2307;A;01/08/2003;0.4
2307;A;18/03/2008;0.42
2307;A;02/07/2009;0.4
2307;A;21/02/2011;0.41
2308;A;12/09/2002;0.4
2308;A;01/08/2003;0.4
2309;A;12/03/2003;0.4
2309;A;01/08/2003;0.4
2310;A;22/10/2002;0.3636
2310;A;01/08/2003;0.4
2311;A;22/10/2002;0.3636
2311;A;01/08/2003;0.4
2312;A;22/10/2002;0.3636
2312;A;01/08/2003;0.4
2313;A;22/10/2002;0.3636
2313;A;01/08/2003;0.4
2316;A;23/10/2003;0.3333
2317;A;22/10/2002;0.3636
2317;A;01/08/2003;0.4
2318;A;03/02/2004;0.555
2319;A;01/03/2004;0.62
2320;A;12/09/2002;7.2
2320;A;08/06/2005;8.0
2320;A;22/06/2005;7.5
2320;A;01/01/2006;7.5
2320;A;14/11/2006;8.0
2320;A;01/03/2007;8.5
2320;A;13/08/2007;9.0
2320;A;18/03/2008;9.5
2320;A;21/02/2011;11.0
2321;A;12/09/2002;7.2
2321;A;08/06/2005;8.0
2321;A;22/06/2005;7.5
2321;A;01/01/2006;7.5
2321;A;08/01/2007;8.0
2321;A;13/08/2007;9.0
2321;A;18/03/2008;9.5
2321;A;21/02/2011;11.0
2322;A;12/09/2002;7.2
2322;A;08/06/2005;8.0
2322;A;22/06/2005;7.5
2322;A;01/01/2006;7.5
2322;A;14/11/2006;8.0
2322;A;01/03/2007;8.5
2322;A;13/08/2007;9.0
2322;A;18/03/2008;9.5
2322;A;21/02/2011;11.0
2323;A;12/09/2002;7.2
2323;A;08/06/2005;8.0
2323;A;22/06/2005;7.5
2323;A;01/01/2006;7.5
2323;A;14/11/2006;8.0
2323;A;01/03/2007;8.5
2323;A;13/08/2007;9.0
2323;A;18/03/2008;9.5
2323;A;21/02/2011;11.0
2324;A;12/09/2002;7.2
2324;A;22/06/2005;7.5
2325;A;12/09/2002;7.2
2325;A;08/06/2005;8.0
2325;A;22/06/2005;7.5
2326;A;12/09/2002;7.2
2326;A;08/06/2005;8.0
2326;A;22/06/2005;7.5
2327;A;30/09/2002;7.2
2327;A;01/11/2002;7.2
2327;A;01/08/2003;7.2
2327;A;01/09/2004;7.5
2327;A;08/06/2005;8.0
2327;A;22/06/2005;7.5
2328;A;20/01/2011;0.75
2329;A;20/01/2011;0.75
2330;A;26/06/2006;6.5
2330;A;14/11/2006;7.0
2330;A;08/01/2007;7.3
2330;A;23/07/2007;7.5
2330;A;18/03/2008;8.5
2330;A;21/02/2011;9.5
2331;A;26/06/2006;6.5
2331;A;14/11/2006;7.0
2331;A;08/01/2007;7.3
2331;A;23/07/2007;7.5
2331;A;18/03/2008;8.5
2331;A;21/02/2011;9.5
2332;A;26/06/2006;6.5
2332;A;14/11/2006;7.0
2332;A;08/01/2007;7.3
2332;A;23/07/2007;7.5
2332;A;18/03/2008;8.5
2332;A;21/02/2011;9.5
2333;A;26/06/2006;6.5
2333;A;14/11/2006;7.0
2333;A;08/01/2007;7.3
2333;A;23/07/2007;7.5
2333;A;18/03/2008;8.5
2333;A;21/02/2011;9.5
2334;A;01/10/2005;7.5
2334;A;26/06/2006;6.5
2334;A;14/11/2006;7.0
2334;A;08/01/2007;7.3
2334;A;23/07/2007;7.5
2334;A;18/03/2008;8.5
2336;A;13/09/2005;0.74
2340;A;23/12/2008;6.0
2340;A;12/10/2009;6.5
2341;A;23/12/2008;6.0
2341;A;12/10/2009;6.5
2342;A;23/12/2008;6.0
2342;A;12/10/2009;6.5
2343;A;23/12/2008;6.0
2343;A;12/10/2009;6.5
2344;A;23/12/2008;6.0
2344;A;12/10/2009;6.5
2345;A;23/12/2008;6.0
2345;A;12/10/2009;6.5
2346;A;23/12/2008;6.0
2346;A;12/10/2009;6.3
2346;A;13/10/2009;6.5
2347;A;23/12/2008;6.0
2347;A;12/10/2009;6.3
2347;A;13/10/2009;6.5
2349;A;23/03/2004;0.8
2350;A;12/09/2002;1.6
2351;A;12/09/2002;1.6
2351;A;01/08/2003;1.6
2352;A;12/09/2002;1.6
2352;A;01/08/2003;1.6
2353;A;12/09/2002;1.6
2353;A;01/08/2003;1.6
2354;A;12/09/2002;1.6
2354;A;01/08/2003;1.6
2360;A;12/09/2002;9.0
2360;A;01/08/2003;9.0
2361;A;12/09/2002;9.0
2361;A;01/08/2003;9.0
2362;A;12/09/2002;9.0
2362;A;01/08/2003;9.0
2363;A;12/09/2002;9.0
2363;A;01/08/2003;9.0
2364;A;12/09/2005;34.692
2364;A;01/10/2005;4.51
2365;A;03/12/2008;9.0
2380;A;27/09/2002;16.041
2380;A;01/08/2003;16.041
2380;A;02/02/2004;1.5
2380;A;14/09/2012;2.51
2390;A;27/09/2002;0.4
2390;A;29/09/2002;0.3561
2390;A;01/08/2003;0.3561
2390;A;08/02/2005;0.3788
2390;A;01/10/2005;0.4
2390;A;18/10/2006;0.4015
2390;A;23/07/2007;0.5
2390;A;21/02/2008;0.5
2390;A;27/10/2008;0.60606
2390;A;12/10/2009;0.61
2390;A;14/09/2012;0.87
2391;A;27/08/2005;0.4
2391;A;18/10/2006;0.4015
2391;A;23/07/2007;0.5
2391;A;21/02/2008;0.5
2391;A;27/10/2008;0.42424
2391;A;12/10/2009;0.45
2391;A;17/01/2011;0.41
2392;A;27/08/2005;0.4
2392;A;21/02/2008;0.5
2392;A;27/10/2008;0.42424
2392;A;16/01/2011;0.45
2392;A;17/01/2011;0.41
2393;A;09/09/2005;0.4
2393;A;18/10/2006;0.4015
2394;A;09/09/2005;0.4
2395;A;09/09/2005;0.4
2396;A;01/07/2006;2.6
2400;A;12/09/2002;0.4
2400;A;01/08/2003;0.4
2401;A;19/11/2003;0.4
2401;A;18/10/2006;0.4
2401;A;23/07/2007;0.5
2401;A;21/02/2008;0.5
2401;A;27/10/2008;0.61667
2401;A;12/10/2009;0.62
2401;A;17/12/2010;0.8
2402;A;27/08/2005;0.4
2402;A;21/02/2008;0.5
2402;A;27/10/2008;0.61667
2403;A;27/08/2005;0.4
2403;A;21/02/2008;0.5
2403;A;27/10/2008;0.61667
2410;A;12/09/2002;0.75
2410;A;01/08/2003;0.75
2410;A;01/10/2005;0.8
2410;A;18/10/2006;0.8
2410;A;23/07/2007;1.1
2410;A;23/08/2007;0.8
2410;A;21/02/2008;0.81
2410;A;27/10/2008;109.091
2410;A;16/01/2011;1.15
2420;A;27/09/2002;11.667
2420;A;01/08/2003;11.667
2420;A;21/05/2009;0.001
2427;A;01/04/2003;0.7
2427;A;01/05/2003;0.75
2427;A;01/08/2003;0.75
2427;A;01/09/2004;0.4015
2430;A;12/09/2002;0.4
2430;A;01/08/2003;0.4
2431;A;29/09/2002;0.4
2431;A;01/08/2003;0.4
2431;A;23/08/2007;0.4
2431;A;21/02/2008;0.425
2431;A;27/10/2008;0.425
2432;A;22/12/2002;0.4
2432;A;01/08/2003;0.4
2432;A;18/10/2006;0.4
2432;A;23/07/2007;0.5
2432;A;23/08/2007;0.4
2432;A;21/02/2008;0.425
2432;A;12/10/2009;0.45
2432;A;16/01/2011;0.75
2435;A;23/08/2007;0.4
2435;A;21/02/2008;0.425
2435;A;27/10/2008;0.425
2436;A;23/08/2007;0.4
2436;A;21/02/2008;0.425
2436;A;27/10/2008;0.42424
2437;A;23/08/2007;0.4
2437;A;21/02/2008;0.425
2437;A;27/10/2008;0.42424
2438;A;23/08/2007;0.4
2438;A;21/02/2008;0.425
2438;A;27/10/2008;0.42424
2445;A;27/09/2002;0.4015
2445;A;01/08/2003;0.4015
2445;A;01/10/2005;0.4
2445;A;18/10/2006;0.4015
2445;A;23/07/2007;0.5
2445;A;23/08/2007;0.4
2445;A;21/02/2008;0.425
2445;A;12/10/2009;0.45
2445;A;15/11/2010;0.4
2445;A;16/01/2011;0.75
2450;A;27/09/2002;0.3561
2451;A;27/09/2002;0.3561
2452;A;27/09/2002;0.3561
2453;A;27/09/2002;0.3561
2454;A;27/09/2002;0.3561
2455;A;27/09/2002;0.3561
2456;A;27/09/2002;0.3561
2457;A;27/09/2002;0.3561
2458;A;01/10/2002;0.3561
2458;A;01/08/2003;0.3561
2458;A;08/02/2005;0.3788
2458;A;01/10/2005;0.4
2458;A;21/05/2009;0.001
2461;A;02/07/2005;0.4167
2461;A;24/10/2005;0.4167
2461;A;18/10/2006;0.42
2461;A;20/09/2007;0.5
2461;A;21/02/2008;0.5
2461;A;27/10/2008;0.61111
2461;A;16/01/2011;0.75
2462;A;02/07/2005;0.4
2462;A;21/02/2008;0.5
2462;A;27/10/2008;0.61111
2463;A;02/07/2005;0.4
2464;A;02/07/2005;0.4
2465;A;02/07/2005;0.4
2466;A;02/07/2005;0.4
2466;A;21/02/2008;0.5
2466;A;27/10/2008;0.61111
2470;A;27/09/2002;11.052
2471;A;06/12/2003;16.574
2471;A;10/12/2003;16.574
2471;A;03/02/2004;16.574
2471;A;01/10/2005;16.574
2471;A;18/10/2006;16.574
2471;A;23/07/2007;2.0
2471;A;21/02/2008;2.0
2471;A;27/10/2008;222.222
2471;A;12/10/2009;2.3
2471;A;24/10/2012;2.51
2472;A;16/08/2008;3.5
2472;A;27/10/2008;4.0
2472;A;12/10/2009;4.3
2472;A;15/11/2010;3.8
2473;A;03/12/2008;0.425
2473;A;12/10/2009;0.45
2473;A;16/01/2011;0.75
2474;A;07/11/2008;11.818
2474;A;12/10/2009;1.25
2475;A;19/05/2010;3.5
2475;A;15/11/2010;3.0
2475;A;14/09/2012;3.31
2480;A;12/09/2002;0.8
2480;A;01/08/2003;0.8
2480;A;18/10/2006;0.8
2480;A;23/07/2007;1.1
2480;A;21/02/2008;1.25
2481;A;01/08/2003;0.697
2481;A;28/02/2004;0.697
2481;A;01/10/2005;0.8
2490;A;27/09/2002;0.697
2490;A;21/02/2008;0.8
2490;A;27/10/2008;0.80303
2491;A;27/09/2002;0.697
2491;A;21/02/2008;0.8
2491;A;27/10/2008;0.80303
2492;A;27/09/2002;0.697
2492;A;01/08/2003;0.697
2492;A;01/10/2005;0.8
2492;A;18/10/2006;0.8
2492;A;23/07/2007;1.1
2492;A;21/02/2008;0.8
2492;A;21/05/2009;0.803
2492;A;12/10/2009;0.85
2500;A;27/09/2002;11.667
2500;A;01/08/2003;11.667
2500;A;18/10/2006;1.2
2500;A;23/07/2007;1.5
2500;A;21/02/2008;1.5
2500;A;27/10/2008;158.333
2500;A;12/10/2009;1.7
2500;A;14/09/2012;2.0
2501;A;01/10/2005;0.8
2501;A;21/02/2008;1.1
2501;A;27/10/2008;114.583
2502;A;01/10/2005;0.8
2502;A;21/02/2008;1.1
2502;A;27/10/2008;114.583
2503;A;01/10/2005;0.8
2504;A;01/10/2005;0.8
2504;A;21/02/2008;1.1
2504;A;27/10/2008;114.583
2505;A;01/10/2005;0.8
2510;A;12/09/2002;0.4
2510;A;01/12/2004;0.4018
2511;A;12/09/2002;0.4
2511;A;01/12/2004;0.4018
2512;A;12/09/2002;0.4
2512;A;01/12/2004;0.4018
2513;A;12/09/2002;0.4
2513;A;01/12/2004;0.4018
2514;A;12/09/2002;0.4
2514;A;01/08/2003;0.4
2514;A;01/12/2004;0.4018
2516;A;13/06/2005;0.75
2516;A;01/10/2005;0.7
2516;A;18/10/2006;0.7143
2516;A;23/07/2007;0.8
2516;A;21/02/2008;1.1
2516;A;21/05/2009;11.071
2516;A;12/10/2009;1.11
2517;A;01/10/2005;0.7
2517;A;21/02/2008;1.1
2517;A;27/10/2008;110.714
2518;A;01/10/2005;0.7
2518;A;21/02/2008;1.1
2518;A;27/10/2008;110.714
2519;A;01/10/2005;0.7
2519;A;21/02/2008;1.1
2519;A;27/10/2008;110.714
2520;A;27/09/2002;19.118
2520;A;01/08/2003;19.118
2520;A;03/05/2004;2.04
2521;A;01/04/2003;1.91
2522;A;27/09/2003;0.7
2522;A;01/09/2004;0.75
2522;A;01/10/2005;0.8
2522;A;18/10/2006;0.8
2522;A;23/07/2007;1.1
2522;A;21/02/2008;1.1
2522;A;21/05/2009;11.458
2522;A;12/10/2009;1.3
2523;A;15/01/2004;20.384
2523;A;03/05/2004;20.384
2523;A;18/10/2006;2.2
2523;A;23/07/2007;2.5
2523;A;20/09/2007;3.5
2523;A;21/02/2008;3.5
2523;A;21/05/2008;3.5
2523;A;27/10/2008;346.154
2523;A;12/10/2009;3.7
2523;A;17/01/2011;4.7
2523;A;08/02/2011;3.7
2524;A;15/01/2004;1.91
2524;A;03/05/2004;2.04
2524;A;21/02/2008;3.5
2524;A;27/10/2008;346.154
2525;A;01/10/2005;0.7
2527;A;12/03/2007;2.2
2527;A;16/05/2007;3.5
2527;A;20/09/2007;4.0
2527;A;21/02/2008;4.15
2527;A;21/05/2008;4.15
2527;A;27/10/2008;430.769
2527;A;12/10/2009;4.7
2527;A;08/02/2011;3.7
2527;A;01/03/2011;4.7
2528;A;01/12/2003;0.4
2530;A;12/03/2007;2.2
2530;A;16/05/2007;3.5
2530;A;21/08/2007;2.5
2530;A;20/09/2007;4.0
2530;A;21/02/2008;4.15
2530;A;21/05/2008;4.15
2530;A;27/10/2008;430.769
2530;A;12/10/2009;4.7
2531;A;12/03/2007;2.2
2531;A;16/05/2007;3.5
2531;A;20/05/2009;43.077
2531;A;12/10/2009;4.7
2532;A;19/05/2009;43.077
2532;A;12/10/2009;4.7
2533;A;12/09/2002;0.7
2534;A;01/10/2002;0.7
2534;A;01/08/2003;0.7
2536;A;28/02/2004;0.7
2536;A;15/03/2004;0.4
2537;A;03/12/2004;0.65
2538;A;01/10/2005;0.7
2540;A;12/09/2002;1.6
2540;A;21/02/2008;3.0
2540;A;27/10/2008;3.0
2541;A;12/09/2002;1.6
2541;A;21/02/2008;3.0
2541;A;27/10/2008;3.0
2542;A;12/09/2002;1.6
2542;A;21/02/2008;3.0
2542;A;27/10/2008;3.0
2543;A;12/09/2002;1.6
2544;A;12/09/2002;1.6
2545;A;12/09/2002;1.6
2545;A;01/08/2003;1.6
2545;A;08/02/2005;2.0
2545;A;01/10/2005;2.0
2545;A;18/10/2006;2.0
2545;A;23/07/2007;2.5
2545;A;20/09/2007;3.0
2545;A;17/01/2011;2.0
2545;A;21/10/2011;2.4
2546;A;01/01/2012;4.2
2547;A;01/01/2012;4.2
2550;A;12/09/2002;1.6
2550;A;21/02/2008;3.0
2550;A;27/10/2008;3.0
2551;A;12/09/2002;1.6
2551;A;21/02/2008;3.0
2551;A;27/10/2008;3.0
2552;A;12/09/2002;1.6
2552;A;01/08/2003;1.6
2552;A;08/02/2005;2.0
2552;A;01/10/2005;2.0
2552;A;18/10/2006;2.0
2552;A;23/07/2007;2.5
2552;A;20/09/2007;3.0
2552;A;21/02/2008;3.0
2560;A;12/09/2002;0.4
2560;A;01/06/2009;0.8
2561;A;12/09/2002;0.4
2561;A;01/06/2009;0.8
2562;A;12/09/2002;0.4
2562;A;01/06/2009;0.8
2563;A;12/09/2002;0.4
2563;A;01/06/2009;0.8
2564;A;12/09/2002;0.4
2570;A;27/09/2002;0.3959
2570;A;21/02/2008;0.5
2570;A;27/10/2008;0.41667
2571;A;27/09/2002;0.3959
2572;A;27/09/2002;0.3959
2573;A;27/09/2002;0.3959
2573;A;21/02/2008;0.5
2573;A;27/10/2008;0.41667
2573;A;12/10/2009;0.45
2573;A;17/12/2010;0.65
2573;A;16/01/2011;0.75
2574;A;27/09/2002;0.3959
2574;A;21/02/2008;0.5
2574;A;27/10/2008;0.41667
2575;A;27/09/2002;0.3959
2580;A;01/11/2002;8.0
2580;A;01/08/2003;8.0
2580;A;01/09/2004;8.5
2590;A;12/09/2002;0.7
2590;A;01/08/2003;0.7
2590;A;30/07/2006;0.5
2590;A;08/01/2007;0.7
2590;A;23/07/2007;0.5
2591;A;12/09/2002;0.7
2591;A;01/08/2003;0.7
2591;A;30/07/2006;0.5
2591;A;08/01/2007;0.7
2591;A;23/07/2007;0.5
2600;A;27/09/2002;0.4
2600;A;01/08/2003;0.4
2600;A;01/09/2004;0.4
2600;A;12/10/2009;0.38
2600;A;13/10/2009;0.4
2601;A;01/04/2003;0.4
2601;A;01/06/2003;0.4
2601;A;01/08/2003;0.4
2601;A;09/11/2004;0.4
2601;A;19/06/2009;0.4
2602;A;01/04/2003;0.7
2602;A;01/08/2003;0.7
2602;A;01/04/2007;0.4
2602;A;19/06/2009;0.4
2602;A;12/10/2009;0.4
2610;A;12/09/2002;2.5
2610;A;28/07/2003;2.5
2610;A;01/08/2003;2.5
2610;A;13/08/2007;2.6
2610;A;01/01/2011;3.0
2611;A;20/11/2003;0.375
2612;A;28/07/2003;2.5
2612;A;01/08/2003;2.5
2613;A;16/07/2005;4.5
2614;A;16/07/2005;4.5
2614;A;10/09/2008;3.67
2614;A;12/10/2009;4.5
2620;A;12/09/2002;6.0
2620;A;23/06/2003;6.0
2620;A;01/08/2003;6.0
2620;A;25/10/2004;6.0
2620;A;10/11/2004;6.0
2620;A;05/09/2005;6.0
2620;A;01/10/2005;6.0
2620;A;11/10/2006;61.667
2620;A;13/08/2007;63.333
2620;A;18/11/2008;6.5
2620;A;28/02/2011;7.5
2621;A;25/03/2003;6.0
2621;A;23/06/2003;6.0
2621;A;01/08/2003;6.0
2621;A;25/10/2004;6.0
2621;A;10/11/2004;6.0
2621;A;05/09/2005;6.0
2621;A;01/10/2005;6.0
2621;A;11/10/2006;61.667
2621;A;13/08/2007;63.333
2621;A;18/11/2008;6.5
2621;A;28/02/2011;7.5
2622;A;01/08/2003;5.5
2622;A;08/01/2004;5.0
2622;A;15/01/2004;5.0
2623;A;01/04/2003;12.0
2623;A;01/08/2003;12.0
2626;A;23/07/2007;0.5
2626;A;12/10/2009;0.5
2626;A;01/01/2011;0.6
2630;A;12/09/2002;13.5
2630;A;20/02/2003;13.5
2630;A;01/08/2003;13.5
2630;A;01/10/2005;13.5
2630;A;13/08/2007;14.0
2630;A;12/10/2009;14.5
2630;A;01/01/2011;15.0
2631;A;01/04/2003;13.5
2631;A;01/08/2003;13.5
2640;A;12/09/2002;1.2
2640;A;01/08/2003;1.2
2640;A;24/07/2006;1.6
2640;A;08/01/2007;1.7
2640;A;16/05/2007;1.3
2640;A;23/07/2007;1.5
2640;A;15/02/2008;1.6
2640;A;10/09/2008;1.3
2641;A;15/02/2008;1.6
2641;A;10/09/2008;1.3
2641;A;12/10/2009;1.6
2641;A;13/10/2009;1.4
2641;A;14/05/2010;1.5
2641;A;01/01/2011;1.25
2641;A;28/02/2011;1.5
2642;A;15/02/2008;1.6
2642;A;10/09/2008;1.3
2642;A;12/10/2009;1.4
2642;A;14/05/2010;1.5
2642;A;01/01/2011;1.25
2642;A;28/02/2011;1.5
2643;A;15/02/2008;1.6
2643;A;10/09/2008;1.3
2643;A;12/10/2009;1.4
2643;A;14/05/2010;1.5
2643;A;01/01/2011;1.25
2643;A;28/02/2011;1.5
2644;A;15/02/2008;1.6
2644;A;10/09/2008;1.3
2644;A;12/10/2009;1.4
2644;A;14/05/2010;1.5
2644;A;01/01/2011;1.25
2644;A;28/02/2011;1.5
2645;A;15/02/2008;1.6
2645;A;10/09/2008;1.3
2645;A;01/01/2011;1.25
2650;A;12/09/2002;10.5
2650;A;20/02/2003;12.0
2650;A;01/08/2003;12.0
2660;A;12/09/2002;6.0
2660;A;23/06/2003;6.0
2660;A;01/08/2003;6.0
2660;A;25/10/2004;6.0
2660;A;10/11/2004;6.0
2660;A;11/10/2006;61.667
2660;A;13/08/2007;6.333
2660;A;18/11/2008;6.5
2660;A;28/02/2011;7.5
2661;A;09/11/2004;6.0
2661;A;05/09/2005;6.0
2661;A;01/10/2005;6.0
2661;A;11/10/2006;61.667
2661;A;13/08/2007;6.333
2661;A;18/11/2008;6.5
2661;A;28/02/2011;7.5
2662;A;12/09/2002;6.0
2662;A;23/06/2003;6.0
2662;A;01/08/2003;6.0
2662;A;25/10/2004;6.0
2662;A;10/11/2004;6.0
2662;A;05/09/2005;6.0
2662;A;01/10/2005;6.0
2662;A;11/10/2006;61.667
2662;A;13/08/2007;63.333
2662;A;18/11/2008;6.5
2662;A;28/02/2011;7.5
2663;A;16/11/2011;7.5
2670;A;12/09/2002;2.5
2670;A;01/08/2003;2.5
2671;A;26/06/2009;3.666
2671;A;12/10/2009;4.0
2671;A;13/10/2009;3.8
2671;A;02/08/2010;4.0
2671;A;01/01/2011;4.3
2680;A;12/09/2002;0.65
2680;A;01/08/2003;0.65
2680;A;25/03/2008;6.33
2680;A;22/07/2008;7.5
2680;A;08/04/2009;6.5
2680;A;01/07/2009;7.5
2680;A;13/09/2010;6.5
2680;A;01/11/2010;7.0
2680;A;01/01/2011;7.5
2680;A;28/02/2011;8.25
2680;A;11/08/2011;8.583
2681;A;25/03/2008;6.33
2681;A;22/07/2008;7.5
2681;A;08/04/2009;6.5
2681;A;01/07/2009;7.5
2681;A;13/09/2010;6.5
2681;A;01/11/2010;7.0
2681;A;01/01/2011;7.5
2681;A;28/02/2011;8.25
2681;A;11/08/2011;8.583
2682;A;25/03/2008;6.33
2682;A;22/07/2008;7.5
2682;A;08/04/2009;6.5
2682;A;01/07/2009;7.5
2682;A;13/09/2010;6.5
2682;A;01/04/2011;8.25
2682;A;11/08/2011;8.583
2682;A;20/01/2012;7.0
2682;A;22/02/2012;8.583
